Title,City,State,Group,Ideology,Headquarters,Statewide,Year,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Atomwaffen Division",,Michigan,,Neo-Nazi,,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Atomwaffen Division",,Minnesota,,Neo-Nazi,,Yes,2018,46.316134,-94.19948,1,state,,,,MN,,,US,"US Census Bureau"
"Atomwaffen Division",,Mississippi,,Neo-Nazi,,Yes,2018,32.686471,-89.656138,1,state,,,,MS,,,US,"US Census Bureau"
"Atomwaffen Division",,Missouri,,Neo-Nazi,,Yes,2018,38.35075,-92.456783,1,state,,,,MO,,,US,"US Census Bureau"
"Atomwaffen Division","Las Vegas",Nevada,,Neo-Nazi,,,2018,36.17372,-115.10647,1,place,,,"Las Vegas",NV,"Clark County",89101,US,"TIGER/Line® dataset from the US Census Bureau"
"Atomwaffen Division",,"New Jersey",,Neo-Nazi,,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Atomwaffen Division",,"New York",,Neo-Nazi,,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Atomwaffen Division",,"North Carolina",,Neo-Nazi,,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Atomwaffen Division",,Ohio,,Neo-Nazi,,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Atomwaffen Division",,Oklahoma,,Neo-Nazi,,Yes,2018,35.590051,-97.486815,1,state,,,,OK,,,US,"US Census Bureau"
"Atomwaffen Division",,"South Carolina",,Neo-Nazi,,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"Atomwaffen Division",,Texas,,Neo-Nazi,,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Atomwaffen Division",,Virginia,,Neo-Nazi,,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Atomwaffen Division",,Washington,,Neo-Nazi,,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Atomwaffen Division",,Wisconsin,,Neo-Nazi,,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"Creativity Alliance, The",,Florida,,Neo-Nazi,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Creativity Alliance, The",,Illinois,,Neo-Nazi,,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"Creativity Alliance, The",,Pennsylvania,,Neo-Nazi,,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Creativity Alliance, The",Gladewater,Texas,,Neo-Nazi,Yes,,2018,32.477189,-94.9327,1,place,,,Gladewater,TX,"Gregg County",75647,US,"TIGER/Line® dataset from the US Census Bureau"
"Creativity Movement, The",,Illinois,,Neo-Nazi,,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"Creativity Movement, The",,Ohio,,Neo-Nazi,,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Creativity Movement, The",,Michigan,,Neo-Nazi,,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Creativity Movement, The",Brookings,"South Dakota",,Neo-Nazi,Yes,,2018,44.355091,-96.762102,1,place,,,Brookings,SD,"Brookings County",57006,US,"TIGER/Line® dataset from the US Census Bureau"
"Daily Stormer, The",,Alaska,,Neo-Nazi,,Yes,2018,63.346191,-152.837069,1,state,,,,AK,,,US,"US Census Bureau"
"Daily Stormer, The",,California,,Neo-Nazi,,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Daily Stormer, The",,Connecticut,,Neo-Nazi,,Yes,2018,41.579778,-72.746667,1,state,,,,CT,,,US,"US Census Bureau"
"Daily Stormer, The",,Indiana,,Neo-Nazi,,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Daily Stormer, The",,Louisiana,,Neo-Nazi,,Yes,2018,30.863437,-91.798717,1,state,,,,LA,,,US,"US Census Bureau"
"Daily Stormer, The",,Maine,,Neo-Nazi,,Yes,2018,45.409279,-68.666598,1,state,,,,ME,,,US,"US Census Bureau"
"Daily Stormer, The",,Michigan,,Neo-Nazi,,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Daily Stormer, The",,Minnesota,,Neo-Nazi,,Yes,2018,46.316134,-94.19948,1,state,,,,MN,,,US,"US Census Bureau"
"Daily Stormer, The",,Nebraska,,Neo-Nazi,,Yes,2018,41.543301,-99.811862,1,state,,,,NE,,,US,"US Census Bureau"
"Daily Stormer, The",,Nevada,,Neo-Nazi,,Yes,2018,39.331093,-116.615147,1,state,,,,NV,,,US,"US Census Bureau"
"Daily Stormer, The",,"New Hampshire",,Neo-Nazi,,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"Daily Stormer, The",,"New Jersey",,Neo-Nazi,,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Daily Stormer, The",,"North Carolina",,Neo-Nazi,,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Daily Stormer, The",Worthington,Ohio,,Neo-Nazi,Yes,,2018,40.093119,-83.017962,0.9,place,,,Worthington,OH,"Franklin County",43085,US,"TIGER/Line® dataset from the US Census Bureau"
"Daily Stormer, The",,Oregon,,Neo-Nazi,,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Daily Stormer, The",,Pennsylvania,,Neo-Nazi,,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Daily Stormer, The",,"South Carolina",,Neo-Nazi,,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"Daily Stormer, The",,Tennessee,,Neo-Nazi,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Daily Stormer, The",,Texas,,Neo-Nazi,,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Daily Stormer, The",,Utah,,Neo-Nazi,,Yes,2018,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
"Daily Stormer, The",,Virginia,,Neo-Nazi,,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Daily Stormer, The",,Washington,,Neo-Nazi,,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Endangered Souls RC/Crew 519",,Florida,,Neo-Nazi,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Endangered Souls RC/Crew 519",,Idaho,,Neo-Nazi,,Yes,2018,44.302099,-114.595628,1,state,,,,ID,,,US,"US Census Bureau"
"National Alliance",,Iowa,"National Alliance",Neo-Nazi,,Yes,2018,42.070024,-93.493347,1,state,,,,IA,,,US,"US Census Bureau"
"National Alliance","Laurel Bloomery",Tennessee,"National Alliance",Neo-Nazi,,,2018,36.56623,-81.75956,1,place,,,"Laurel Bloomery",TN,"Johnson County",37680,US,"TIGER/Line® dataset from the US Census Bureau"
"National Alliance",Hillsboro,"West Virginia","National Alliance",Neo-Nazi,,,2018,38.110904,-80.264059,1,place,,,Hillsboro,WV,"Pocahontas County",24946,US,"TIGER/Line® dataset from the US Census Bureau"
"National Alliance Reform and Restoration Group","Carson City",Nevada,"National Alliance",Neo-Nazi,Yes,,2018,39.154485,-119.73074,1,place,,,"Carson City",NV,"Carson City",89701,US,"TIGER/Line® dataset from the US Census Bureau"
"National Socialist German Workers Party",Lincoln,Nebraska,,Neo-Nazi,Yes,,2018,40.865142,-96.823133,1,place,,,Lincoln,NE,"Lancaster County",68501,US,"TIGER/Line® dataset from the US Census Bureau"
"National Socialist Legion",,Tennessee,,Neo-Nazi,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"National Socialist Legion",,Texas,,Neo-Nazi,Yes,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"National Socialist Liberation Front",,Alabama,,Neo-Nazi,,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"National Socialist Liberation Front",,"New York",,Neo-Nazi,,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"National Socialist Liberation Front",,Pennsylvania,,Neo-Nazi,Yes,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"National Socialist Movement",Maricopa,Arizona,"National Socialist Movement",Neo-Nazi,,,2018,32.957645,-112.053351,1,place,,,Maricopa,AZ,"Pinal County",85239,US,"TIGER/Line® dataset from the US Census Bureau"
"National Socialist Movement",,Florida,"National Socialist Movement",Neo-Nazi,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"National Socialist Movement",,Illinois,"National Socialist Movement",Neo-Nazi,,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"National Socialist Movement",Detroit,Michigan,"National Socialist Movement",Neo-Nazi,Yes,,2018,42.347021,-83.060184,1,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
"National Socialist Movement",,Pennsylvania,"National Socialist Movement",Neo-Nazi,,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"National Socialist Movement",,Tennessee,"National Socialist Movement",Neo-Nazi,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Nationalist Initiative","South Vienna",Ohio,,Neo-Nazi,Yes,,2018,39.957723,-83.614481,1,place,,,"South Vienna",OH,"Clark County",45369,US,"TIGER/Line® dataset from the US Census Bureau"
"Nationalist Women's Front",,California,,Neo-Nazi,,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"New Order",Milwaukee,Wisconsin,,Neo-Nazi,Yes,,2018,43.011264,-87.958409,1,place,,,Milwaukee,WI,"Milwaukee County",53201,US,"TIGER/Line® dataset from the US Census Bureau"
"Noble Breed Kindred",,California,,Neo-Nazi,,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"NS Publications",Wyandotte,Michigan,,Neo-Nazi,Yes,,2018,42.21421,-83.14992,1,place,,,Wyandotte,MI,"Wayne County",48192,US,"TIGER/Line® dataset from the US Census Bureau"
"PzG Inc.","Rapid City","South Dakota",,Neo-Nazi,,,2018,44.145868,-103.206866,1,place,,,"Rapid City",SD,"Pennington County",57701,US,"TIGER/Line® dataset from the US Census Bureau"
"Radio Wehrwolf",Fitchburg,Wisconsin,,Neo-Nazi,Yes,,2018,0,0,0,,,,,,,,,
"Third Reich Books",Fairbury,Nebraska,,Neo-Nazi,Yes,,2018,40.175641,-97.171023,1,place,,,Fairbury,NE,"Jefferson County",68352,US,"TIGER/Line® dataset from the US Census Bureau"
"Traditionalist Worker Party",,Alabama,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Colorado,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Florida,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Georgia,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Indiana,"Traditionalist Worker Party",Neo-Nazi,Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Kentucky,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,37.533684,-85.29298,1,state,,,,KY,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Michigan,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Traditionalist Worker Party",,"North Carolina","Traditionalist Worker Party",Neo-Nazi,,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Ohio,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Tennessee,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Texas,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Traditionalist Worker Party",,Virginia,"Traditionalist Worker Party",Neo-Nazi,,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Vanguard America",,Indiana,,Neo-Nazi,Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Vanguard America",,Pennsylvania,,Neo-Nazi,,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Vanguard America",,"Rhode Island",,Neo-Nazi,,Yes,2018,41.597419,-71.527272,1,state,,,,RI,,,US,"US Census Bureau"
"Vanguard America",,Tennessee,,Neo-Nazi,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Vanguard America",,Texas,,Neo-Nazi,,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Vanguard America Women's Division",,Indiana,,Neo-Nazi,Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Vanguard News Network",Kirksville,Missouri,,Neo-Nazi,Yes,,2018,40.165717,-92.609514,1,place,,,Kirksville,MO,"Adair County",63501,US,"TIGER/Line® dataset from the US Census Bureau"
"White Aryan Resistance","San Jacinto",California,,Neo-Nazi,Yes,,2018,33.752886,-116.055617,1,place,,,"San Jacinto",CA,"Riverside County",92581,US,"TIGER/Line® dataset from the US Census Bureau"
"AC Skins","Atlantic City","New Jersey",,"Racist Skinhead",,,2018,39.377297,-74.451082,1,place,,,"Atlantic City",NJ,"Atlantic County",08401,US,"TIGER/Line® dataset from the US Census Bureau"
AC/OC,,California,,"Racist Skinhead",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
AC/OC,,Nebraska,,"Racist Skinhead",,Yes,2018,41.543301,-99.811862,1,state,,,,NE,,,US,"US Census Bureau"
"American Front",,Oregon,,"Racist Skinhead",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"American Front",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"American Patriot Brigade",,Oregon,,"Racist Skinhead",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"American Patriot Brigade",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"American Vikings Clothing",Danville,Illinois,,"Racist Skinhead",,,2018,40.136234,-87.636466,1,place,,,Danville,IL,"Vermilion County",61832,US,"TIGER/Line® dataset from the US Census Bureau"
"Aryan Skins Kindred",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Be Active Front USA",Chicago,Illinois,,"Racist Skinhead",,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"Be Active Front USA",,Maryland,,"Racist Skinhead",,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Be Active Front USA",Philadelphia,Pennsylvania,,"Racist Skinhead",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"Blood and Honour America Division",,California,"Blood & Honour","Racist Skinhead",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Blood and Honour Social Club",,Georgia,"Blood & Honour","Racist Skinhead",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Blood and Honour Social Club",,Indiana,"Blood & Honour","Racist Skinhead",,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Blood and Honour Social Club",,"New York","Blood & Honour","Racist Skinhead",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Blood and Honour Social Club",,"North Carolina","Blood & Honour","Racist Skinhead",Yes,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Blood and Honour Social Club",,Ohio,"Blood & Honour","Racist Skinhead",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Blood and Honour Social Club",,Pennsylvania,"Blood & Honour","Racist Skinhead",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Blood and Honour Social Club",,Virginia,"Blood & Honour","Racist Skinhead",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Blood and Honour USA",,"North Carolina",,"Racist Skinhead",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Blood and Honour USA",,Virginia,,"Racist Skinhead",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"California Skinheads",,California,,"Racist Skinhead",Yes,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Confederate Hammerskins",,Florida,,"Racist Skinhead",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Confederate Hammerskins",,Georgia,,"Racist Skinhead",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Confederate Hammerskins",,"North Carolina",,"Racist Skinhead",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Confederate Hammerskins",,Tennessee,,"Racist Skinhead",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Confederate Hammerskins",,Virginia,,"Racist Skinhead",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Crew 38",,California,,"Racist Skinhead",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Crew 38",,Florida,,"Racist Skinhead",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Crew 38",,Georgia,,"Racist Skinhead",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Crew 38",,Idaho,,"Racist Skinhead",,Yes,2018,44.302099,-114.595628,1,state,,,,ID,,,US,"US Census Bureau"
"Crew 38",,"New Hampshire",,"Racist Skinhead",,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"Crew 38",,"North Carolina",,"Racist Skinhead",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Crew 38",,Oregon,,"Racist Skinhead",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Crew 38",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Eastern Hammerskins",,"New Hampshire",,"Racist Skinhead",,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"Firm 22",,Florida,,"Racist Skinhead",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Firm 22",,Indiana,,"Racist Skinhead",,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Firm 22",,Missouri,,"Racist Skinhead",,Yes,2018,38.35075,-92.456783,1,state,,,,MO,,,US,"US Census Bureau"
"Firm 22",,"New Hampshire",,"Racist Skinhead",,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"Firm 22",,"New Jersey",,"Racist Skinhead",,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Firm 22",,"New York",,"Racist Skinhead",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Firm 22",,Ohio,,"Racist Skinhead",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Firm 22",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Golden State Skinheads",Northern,California,,"Racist Skinhead",Yes,,2018,0,0,0,,,,,,,,,
"Golden State Skinheads",Southern,California,,"Racist Skinhead",,,2018,35.187133,-117.885359,0.67,place,,,"California City",CA,"Kern County",93504,US,"TIGER/Line® dataset from the US Census Bureau"
"Keystone State Skinheads",,Pennsylvania,,"Racist Skinhead",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Midland Hammerskins",,Kansas,,"Racist Skinhead",,Yes,2018,38.498546,-98.38343,1,state,,,,KS,,,US,"US Census Bureau"
"Midland Hammerskins",,Texas,,"Racist Skinhead",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Northern Hammerskins",Detroit,Michigan,,"Racist Skinhead",,,2018,42.347021,-83.060184,1,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwest Hammerskins",,Idaho,,"Racist Skinhead",,Yes,2018,44.302099,-114.595628,1,state,,,,ID,,,US,"US Census Bureau"
"Northwest Hammerskins",,Oregon,,"Racist Skinhead",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Northwest Hammerskins",,Washington,,"Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Sacto Skins",Sacramento,California,,"Racist Skinhead",Yes,,2018,38.380456,-121.555406,1,place,,,Sacramento,CA,"Sacramento County",94203,US,"TIGER/Line® dataset from the US Census Bureau"
"United Southern Skins",,Florida,,"Racist Skinhead",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Vinlanders Social Club",,Florida,"Vinlanders Social Club","Racist Skinhead",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Vinlanders Social Club",,Indiana,"Vinlanders Social Club","Racist Skinhead",Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Vinlanders Social Club",,Minnesota,"Vinlanders Social Club","Racist Skinhead",,Yes,2018,46.316134,-94.19948,1,state,,,,MN,,,US,"US Census Bureau"
"Vinlanders Social Club",,Texas,"Vinlanders Social Club","Racist Skinhead",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Vinlanders Social Club",,Washington,"Vinlanders Social Club","Racist Skinhead",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Warrior's Pride Clothing",Bakersfield,California,,"Racist Skinhead",,,2018,35.384337,-119.020562,1,place,,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Western Hammerskins",,California,,"Racist Skinhead",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Affirmative Right",Atlanta,Georgia,,"White Nationalist",Yes,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"AltRight Corporation",Alexandria,Virginia,,"White Nationalist",Yes,,2018,38.819853,-77.059645,1,place,,,Alexandria,VA,"Alexandria city",22301,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party","Los Angeles",California,"American Freedom Party","White Nationalist",Yes,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party","Lakewood Ranch",Florida,"American Freedom Party","White Nationalist",,,2018,30.237991,-81.625052,0.8,place,,,Lakewood,FL,"Duval County",32217,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party",Bradenton,Florida,"American Freedom Party","White Nationalist",,,2018,27.404731,-82.470456,1,place,,,Bradenton,FL,"Manatee County",34201,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party",,Indiana,"American Freedom Party","White Nationalist",,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"American Freedom Party",,Montana,"American Freedom Party","White Nationalist",,Yes,2018,47.051177,-109.634817,1,state,,,,MT,,,US,"US Census Bureau"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist",,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party",,"New York","American Freedom Party","White Nationalist",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party",,"North Dakota","American Freedom Party","White Nationalist",,Yes,2018,47.44217,-100.460816,1,state,,,,ND,,,US,"US Census Bureau"
"American Freedom Party",Granbury,Texas,"American Freedom Party","White Nationalist",,,2018,32.435405,-97.844867,1,place,,,Granbury,TX,"Hood County",76048,US,"TIGER/Line® dataset from the US Census Bureau"
"American Freedom Party",,Wisconsin,"American Freedom Party","White Nationalist",,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"American Freedom Union","Hampton Township",Pennsylvania,,"White Nationalist",Yes,,2018,39.929541,-77.058314,0.8,place,,,Hampton,PA,"Adams County",17350,US,"TIGER/Line® dataset from the US Census Bureau"
"American Renaissance/New Century Foundation",Oakton,Virginia,"American Renaissance","White Nationalist",Yes,,2018,38.892796,-77.329906,1,place,,,Oakton,VA,"Fairfax County",22124,US,"TIGER/Line® dataset from the US Census Bureau"
"Arktos Media","New York","New York",,"White Nationalist",Yes,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Auburn White Student Union",Auburn,Alabama,,"White Nationalist",Yes,,2018,32.547542,-85.468222,1,place,,,Auburn,AL,"Lee County",36830,US,"TIGER/Line® dataset from the US Census Bureau"
"Conservative Citizens Foundation, Inc.",Blackwell,Missouri,"Council of Conservative Citizens","White Nationalist",Yes,,2018,38.054424,-90.627911,1,place,,,Blackwell,MO,"St. Francois County",63626,US,"TIGER/Line® dataset from the US Census Bureau"
"Council of Conservative Citizens",Blackwell,Missouri,"Council of Conservative Citizens","White Nationalist",Yes,,2018,38.054424,-90.627911,1,place,,,Blackwell,MO,"St. Francois County",63626,US,"TIGER/Line® dataset from the US Census Bureau"
"Counter-Currents Publishing","San Francisco",California,,"White Nationalist",Yes,,2018,37.776646,-122.417481,1,place,,,"San Francisco",CA,"San Francisco County",94101,US,"TIGER/Line® dataset from the US Census Bureau"
Exodus/Americanus,"Floyds Knobs",Indiana,,"White Nationalist",Yes,,2018,38.35257,-85.890727,1,place,,,"Floyds Knobs",IN,"Floyd County",47119,US,"TIGER/Line® dataset from the US Census Bureau"
