Title,City,State,Group,Ideology,Headquarters,Statewide,Year,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Israelites Saints of Christ",,"New Jersey",,"Black Nationalist",,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Israelites Saints of Christ",,"North Carolina",,"Black Nationalist",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Israelites Saints of Christ",Richmond,Virginia,,"Black Nationalist",Yes,,2018,37.524246,-77.493157,1,place,,,Richmond,VA,"Richmond city",23218,US,"TIGER/Line® dataset from the US Census Bureau"
"Lion of Judah - Jeshurun Lions",Chicago,Illinois,,"Black Nationalist",Yes,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"Lions of Israel","Mount Vernon","New York",,"Black Nationalist",Yes,,2018,40.909838,-73.83389,1,place,,,"Mount Vernon",NY,"Westchester County",10550,US,"TIGER/Line® dataset from the US Census Bureau"
"Luxor Couture",Atlanta,Georgia,,"Black Nationalist",Yes,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Masharah Yasharahla - Government of Israel",Raleigh,"North Carolina",,"Black Nationalist",Yes,,2018,35.773632,-78.634457,1,place,,,Raleigh,NC,"Wake County",27601,US,"TIGER/Line® dataset from the US Census Bureau"
"Mountains of Israel",Houston,Texas,,"Black Nationalist",Yes,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Birmingham,Alabama,"Nation of Islam","Black Nationalist",,,2018,33.456412,-86.801904,1,place,,,Birmingham,AL,"Jefferson County",35201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Montgomery,Alabama,"Nation of Islam","Black Nationalist",,,2018,32.356988,-86.257817,1,place,,,Montgomery,AL,"Montgomery County",36101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Mobile,Alabama,"Nation of Islam","Black Nationalist",,,2018,30.701142,-88.103184,1,place,,,Mobile,AL,"Mobile County",36601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Tucson,Arizona,"Nation of Islam","Black Nationalist",,,2018,32.217975,-110.970869,1,place,,,Tucson,AZ,"Pima County",85701,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","North Little Rock",Arkansas,"Nation of Islam","Black Nationalist",,,2018,34.766561,-92.262899,1,place,,,"North Little Rock",AR,"Pulaski County",72114,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Phoenix,Arizona,"Nation of Islam","Black Nationalist",,,2018,33.703967,-112.351835,1,place,,,Phoenix,AZ,"Maricopa County",85001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Rialto,California,"Nation of Islam","Black Nationalist",,,2018,34.111606,-117.377406,1,place,,,Rialto,CA,"San Bernardino County",92376,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","San Diego",California,"Nation of Islam","Black Nationalist",,,2018,32.724103,-117.170912,1,place,,,"San Diego",CA,"San Diego County",92101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Oakland,California,"Nation of Islam","Black Nationalist",,,2018,37.786027,-122.223779,1,place,,,Oakland,CA,"Alameda County",94601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Los Angeles",California,"Nation of Islam","Black Nationalist",,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Compton,California,"Nation of Islam","Black Nationalist",,,2018,33.874815,-118.240208,1,place,,,Compton,CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Denver,Colorado,"Nation of Islam","Black Nationalist",,,2018,39.760189,-104.996553,1,place,,,Denver,CO,"Denver County",80202,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Washington,"District of Columbia","Nation of Islam","Black Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Wilmington,Delaware,"Nation of Islam","Black Nationalist",,,2018,39.727113,-75.547844,1,place,,,Wilmington,DE,"New Castle County",19801,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Tampa,Florida,"Nation of Islam","Black Nationalist",,,2018,27.996097,-82.582035,1,place,,,Tampa,FL,"Hillsborough County",33601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Saint Petersburg",Florida,"Nation of Islam","Black Nationalist",,,2018,27.775654,-82.64092,1,place,,,"Saint Petersburg",FL,"Pinellas County",33701,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Pensacola,Florida,"Nation of Islam","Black Nationalist",,,2018,30.428781,-87.222516,1,place,,,Pensacola,FL,"Escambia County",32501,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Miami,Florida,"Nation of Islam","Black Nationalist",,,2018,25.558428,-80.458168,1,place,,,Miami,FL,"Miami-Dade County",33231,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Jacksonville,Florida,"Nation of Islam","Black Nationalist",,,2018,30.337538,-81.768622,1,place,,,Jacksonville,FL,"Duval County",32099,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Fort Lauderdale",Florida,"Nation of Islam","Black Nationalist",,,2018,26.121323,-80.127909,1,place,,,"Fort Lauderdale",FL,"Broward County",33301,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Orlando,Florida,"Nation of Islam","Black Nationalist",,,2018,28.545179,-81.373291,1,place,,,Orlando,FL,"Orange County",32801,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Augusta,Georgia,"Nation of Islam","Black Nationalist",,,2018,33.456687,-81.969184,1,place,,,Augusta,GA,"Richmond County",30901,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Brunswick,Georgia,"Nation of Islam","Black Nationalist",,,2018,31.180919,-81.493973,1,place,,,Brunswick,GA,"Glynn County",31520,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Atlanta,Georgia,"Nation of Islam","Black Nationalist",,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Rockford,Illinois,"Nation of Islam","Black Nationalist",,,2018,42.33342,-89.157198,1,place,,,Rockford,IL,"Winnebago County",61101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Chicago,Illinois,"Nation of Islam","Black Nationalist",Yes,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Indianapolis,Indiana,"Nation of Islam","Black Nationalist",,,2018,39.775092,-86.13216,1,place,,,Indianapolis,IN,"Marion County",46201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Louisville,Kentucky,"Nation of Islam","Black Nationalist",,,2018,38.188962,-85.676819,1,place,,,Louisville,KY,"Jefferson County",40201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Lexington,Kentucky,"Nation of Islam","Black Nationalist",,,2018,38.037847,-84.61645,1,place,,,Lexington,KY,"Fayette County",40501,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Shreveport,Louisiana,"Nation of Islam","Black Nationalist",,,2018,32.498202,-93.750228,1,place,,,Shreveport,LA,"Caddo Parish",71101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Baton Rouge",Louisiana,"Nation of Islam","Black Nationalist",,,2018,30.44924,-91.185607,1,place,,,"Baton Rouge",LA,"East Baton Rouge Parish",70801,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","New Orleans",Louisiana,"Nation of Islam","Black Nationalist",,,2018,29.958304,-90.077,1,place,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Monroe,Louisiana,"Nation of Islam","Black Nationalist",,,2018,32.502833,-92.094583,1,place,,,Monroe,LA,"Ouachita Parish",71201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Springfield,Massachusetts,"Nation of Islam","Black Nationalist",,,2018,42.170731,-72.604842,1,place,,,Springfield,MA,"Hampden County",01101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Dorchester,Massachusetts,"Nation of Islam","Black Nationalist",,,2018,42.291413,-71.042158,0.9,place,,,Dorchester,MA,"Suffolk County",02122,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Detroit,Michigan,"Nation of Islam","Black Nationalist",,,2018,42.347021,-83.060184,1,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Grand Rapids",Michigan,"Nation of Islam","Black Nationalist",,,2018,42.984226,-85.629101,1,place,,,"Grand Rapids",MI,"Kent County",49501,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","St. Louis",Missouri,"Nation of Islam","Black Nationalist",,,2018,38.631501,-90.19231,1,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Kansas City",Missouri,"Nation of Islam","Black Nationalist",,,2018,39.102404,-94.598583,1,place,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Winston-Salem,"North Carolina","Nation of Islam","Black Nationalist",,,2018,36.027482,-80.20728,1,place,,,Winston-Salem,NC,"Forsyth County",27150,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Wilmington,"North Carolina","Nation of Islam","Black Nationalist",,,2018,34.271985,-77.963628,1,place,,,Wilmington,NC,"New Hanover County",28401,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Greensboro,"North Carolina","Nation of Islam","Black Nationalist",,,2018,36.069144,-79.765156,1,place,,,Greensboro,NC,"Guilford County",27401,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Durham,"North Carolina","Nation of Islam","Black Nationalist",,,2018,35.99924,-78.897944,1,place,,,Durham,NC,"Durham County",27701,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Charlotte,"North Carolina","Nation of Islam","Black Nationalist",,,2018,35.26002,-80.804151,1,place,,,Charlotte,NC,"Mecklenburg County",28201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Buffalo,"New York","Nation of Islam","Black Nationalist",,,2018,42.89606,-78.886424,1,place,,,Buffalo,NY,"Erie County",14201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Willingboro,"New Jersey","Nation of Islam","Black Nationalist",,,2018,40.02789,-74.86905,1,place,,,Willingboro,NJ,"Burlington County",08046,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Trenton,"New Jersey","Nation of Islam","Black Nationalist",,,2018,40.280531,-74.712018,1,place,,,Trenton,NJ,"Mercer County",08601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Plainfield,"New Jersey","Nation of Islam","Black Nationalist",,,2018,40.615202,-74.414995,1,place,,,Plainfield,NJ,"Union County",07060,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Newark,"New Jersey","Nation of Islam","Black Nationalist",,,2018,40.736101,-74.22509,1,place,,,Newark,NJ,"Essex County",07101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Camden,"New Jersey","Nation of Islam","Black Nationalist",,,2018,39.80237,-74.938259,1,place,,,Camden,NJ,"Camden County",08101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","New York","New York","Nation of Islam","Black Nationalist",,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Rochester,"New York","Nation of Islam","Black Nationalist",,,2018,43.286024,-77.684264,1,place,,,Rochester,NY,"Monroe County",14601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Brooklyn,"New York","Nation of Islam","Black Nationalist",,,2018,40.63122,-73.941542,1,street_center,,"Brooklyn Rd",Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Toledo,Ohio,"Nation of Islam","Black Nationalist",,,2018,41.720684,-83.569359,1,place,,,Toledo,OH,"Lucas County",43601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Cleveland,Ohio,"Nation of Islam","Black Nationalist",,,2018,41.489381,-81.667486,1,place,,,Cleveland,OH,"Cuyahoga County",44101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Akron,Ohio,"Nation of Islam","Black Nationalist",,,2018,41.04349,-81.524017,1,place,,,Akron,OH,"Summit County",44301,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Dayton,Ohio,"Nation of Islam","Black Nationalist",,,2018,39.750471,-84.268593,1,place,,,Dayton,OH,"Montgomery County",45401,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Dayton,Ohio,"Nation of Islam","Black Nationalist",,,2018,39.750471,-84.268593,1,place,,,Dayton,OH,"Montgomery County",45401,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Tulsa,Oklahoma,"Nation of Islam","Black Nationalist",,,2018,36.039147,-95.868667,1,place,,,Tulsa,OK,"Tulsa County",74101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Oklahoma City",Oklahoma,"Nation of Islam","Black Nationalist",,,2018,35.491608,-97.562817,1,place,,,"Oklahoma City",OK,"Oklahoma County",73101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Pittsburgh,Pennsylvania,"Nation of Islam","Black Nationalist",,,2018,40.47441,-79.950968,1,place,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Wilkinsburg,Pennsylvania,"Nation of Islam","Black Nationalist",,,2018,40.441736,-79.881994,0.9,place,,,Wilkinsburg,PA,"Allegheny County",15221,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Philadelphia,Pennsylvania,"Nation of Islam","Black Nationalist",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Columbia,"South Carolina","Nation of Islam","Black Nationalist",,,2018,33.987454,-81.024864,1,place,,,Columbia,SC,"Richland County",29201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Greenville,"South Carolina","Nation of Islam","Black Nationalist",,,2018,34.848567,-82.402871,1,place,,,Greenville,SC,"Greenville County",29601,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","North Charleston","South Carolina","Nation of Islam","Black Nationalist",,,2018,32.853019,-79.991295,1,place,,,"North Charleston",SC,"Charleston County",29405,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","San Antonio",Texas,"Nation of Islam","Black Nationalist",,,2018,29.468413,-98.528889,1,place,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam","Fort Worth",Texas,"Nation of Islam","Black Nationalist",,,2018,32.771419,-97.291484,1,place,,,"Fort Worth",TX,"Tarrant County",76101,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Austin,Texas,"Nation of Islam","Black Nationalist",,,2018,30.326374,-97.771258,1,place,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Memphis,Tennessee,"Nation of Islam","Black Nationalist",,,2018,35.169255,-89.990415,1,place,,,Memphis,TN,"Shelby County",37501,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Chattanooga,Tennessee,"Nation of Islam","Black Nationalist",,,2018,35.017818,-85.206426,1,place,,,Chattanooga,TN,"Hamilton County",37401,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Houston,Texas,"Nation of Islam","Black Nationalist",,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Dallas,Texas,"Nation of Islam","Black Nationalist",,,2018,32.781179,-96.790329,1,place,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Norfolk,Virginia,"Nation of Islam","Black Nationalist",,,2018,36.895911,-76.208521,1,place,,,Norfolk,VA,"Norfolk city",23501,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Richmond,Virginia,"Nation of Islam","Black Nationalist",,,2018,37.524246,-77.493157,1,place,,,Richmond,VA,"Richmond city",23218,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Islam",Milwaukee,Wisconsin,"Nation of Islam","Black Nationalist",,,2018,43.011264,-87.958409,1,place,,,Milwaukee,WI,"Milwaukee County",53201,US,"TIGER/Line® dataset from the US Census Bureau"
"Nation of Kings and Priests",Orlando,Florida,,"Black Nationalist",Yes,,2018,28.545179,-81.373291,1,place,,,Orlando,FL,"Orange County",32801,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Liberation Militia",,Ohio,,"Black Nationalist",Yes,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"New Black Panther Party",Atlanta,Georgia,"New Black Panther Party","Black Nationalist",,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party","Baton Rouge",Louisiana,"New Black Panther Party","Black Nationalist",,,2018,30.44924,-91.185607,1,place,,,"Baton Rouge",LA,"East Baton Rouge Parish",70801,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party",Shreveport,Louisiana,"New Black Panther Party","Black Nationalist",,,2018,32.498202,-93.750228,1,place,,,Shreveport,LA,"Caddo Parish",71101,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party","New Orleans",Louisiana,"New Black Panther Party","Black Nationalist",,,2018,29.958304,-90.077,1,place,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party",Houston,Texas,"New Black Panther Party","Black Nationalist",Yes,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Washington,"District of Columbia",,"Black Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense","Tampa Bay",Florida,,"Black Nationalist",,,2018,27.996097,-82.582035,1,place,,,Tampa,FL,"Hillsborough County",33601,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Jacksonville,Florida,,"Black Nationalist",,,2018,30.337538,-81.768622,1,place,,,Jacksonville,FL,"Duval County",32099,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Tallahassee,Florida,,"Black Nationalist",,,2018,30.427753,-84.258472,1,place,,,Tallahassee,FL,"Leon County",32301,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Atlanta,Georgia,,"Black Nationalist",Yes,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Tupelo,Mississippi,,"Black Nationalist",,,2018,34.221257,-88.775002,1,place,,,Tupelo,MS,"Lee County",38801,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense","St. Louis",Missouri,,"Black Nationalist",,,2018,38.631501,-90.19231,1,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Memphis,Tennessee,,"Black Nationalist",,,2018,35.169255,-89.990415,1,place,,,Memphis,TN,"Shelby County",37501,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Houston,Texas,,"Black Nationalist",,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"New Black Panther Party for Self Defense",Seattle,Washington,,"Black Nationalist",,,2018,47.432251,-121.803388,1,place,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
"Northern Kingdom Prophets",Pueblo,Colorado,,"Black Nationalist",Yes,,2018,38.293234,-104.536493,1,place,,,Pueblo,CO,"Pueblo County",81001,US,"TIGER/Line® dataset from the US Census Bureau"
"OneBody in Yahawashi",Dallas,Texas,,"Black Nationalist",Yes,,2018,32.781179,-96.790329,1,place,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
"Revolutionary Black Panther Party",Hope,Arkansas,,"Black Nationalist",Yes,,2018,33.673559,-93.606807,1,place,,,Hope,AR,"Hempstead County",71801,US,"TIGER/Line® dataset from the US Census Bureau"
"Revolutionary Black Panther Party",Baltimore,Maryland,,"Black Nationalist",,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"Revolutionary Black Panther Party",Flint,Michigan,,"Black Nationalist",,,2018,42.965926,-83.780835,1,place,,,Flint,MI,"Genesee County",48501,US,"TIGER/Line® dataset from the US Census Bureau"
"Revolutionary Black Panther Party",Raleigh,"North Carolina",,"Black Nationalist",,,2018,35.773632,-78.634457,1,place,,,Raleigh,NC,"Wake County",27601,US,"TIGER/Line® dataset from the US Census Bureau"
"Revolutionary Black Panther Party",Philadelphia,Pennsylvania,,"Black Nationalist",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715","San Bernardino",California,,"Black Nationalist",,,2018,34.104794,-117.29215,1,place,,,"San Bernardino",CA,"San Bernardino County",92401,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715","San Diego",California,,"Black Nationalist",,,2018,32.724103,-117.170912,1,place,,,"San Diego",CA,"San Diego County",92101,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715",Orlando,Florida,,"Black Nationalist",,,2018,28.545179,-81.373291,1,place,,,Orlando,FL,"Orange County",32801,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715",Atlanta,Georgia,,"Black Nationalist",,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715",Dallas,Texas,,"Black Nationalist",Yes,,2018,32.781179,-96.790329,1,place,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
"Sicarii 1715",Seattle,Washington,,"Black Nationalist",,,2018,47.432251,-121.803388,1,place,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Hartford,Connecticut,,"Black Nationalist",,,2018,41.78007,-72.677099,1,place,,,Hartford,CT,"Hartford County",06101,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Washington,"District of Columbia",,"Black Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Athens,Georgia,,"Black Nationalist",,,2018,33.992902,-83.353697,1,place,,,Athens,GA,"Clarke County",30601,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Lithonia,Georgia,,"Black Nationalist",,,2018,33.667509,-84.144816,1,place,,,Lithonia,GA,"DeKalb County",30038,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Chicago,Illinois,,"Black Nationalist",,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Detroit,Michigan,,"Black Nationalist",,,2018,42.347021,-83.060184,1,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt","Jersey City","New Jersey",,"Black Nationalist",,,2018,40.73276,-74.075485,1,place,,,"Jersey City",NJ,"Hudson County",07097,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Newark,"New Jersey",,"Black Nationalist",,,2018,40.736101,-74.22509,1,place,,,Newark,NJ,"Essex County",07101,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Charlotte,"North Carolina",,"Black Nationalist",,,2018,35.26002,-80.804151,1,place,,,Charlotte,NC,"Mecklenburg County",28201,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Brooklyn,"New York",,"Black Nationalist",Yes,,2018,40.63122,-73.941542,1,street_center,,"Brooklyn Rd",Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Cleveland,Ohio,,"Black Nationalist",,,2018,41.489381,-81.667486,1,place,,,Cleveland,OH,"Cuyahoga County",44101,US,"TIGER/Line® dataset from the US Census Bureau"
"The United Nuwaupians Worldwide/All Eyes on Egipt",Philadelphia,Pennsylvania,,"Black Nationalist",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"True Nation Israelite Congregation","Los Angeles",California,,"Black Nationalist",Yes,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"Trumpet in Philly",Philadelphia,Pennsylvania,,"Black Nationalist",Yes,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"United Kingdom of Israel Congregation",Chicago,Illinois,,"Black Nationalist",,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"United Kingdom of Israel Congregation",Baltimore,Maryland,,"Black Nationalist",,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"United Kingdom of Israel Congregation",Hampton,Virginia,,"Black Nationalist",Yes,,2018,37.072658,-76.38992,1,place,,,Hampton,VA,"Hampton city",23630,US,"TIGER/Line® dataset from the US Census Bureau"
"War On The Horizon",Washington,"District of Columbia",,"Black Nationalist",Yes,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Watchmen of Israel",Baltimore,Maryland,,"Black Nationalist",Yes,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"America's Promise Ministries",Sandpoint,Idaho,"America's Promise Ministries","Christian Identity",Yes,,2018,48.299486,-116.553968,1,place,,,Sandpoint,ID,"Bonner County",83864,US,"TIGER/Line® dataset from the US Census Bureau"
